SeasonNumber,EpisodeNumber,EpisodeName,AbbvCombo
4,19,Dodge This,S04E19
4,20,Portable Toilet,S04E20
4,21,Family BBQ,S04E21
4,22,The Last LaserDisc Player,S04E22
4,23,Country Club,S04E23
4,24,Blind Trust,S04E24
4,25,World's Best Boss,S04E25
4,26,Last Meal,S04E26
4,27,Sleep Fighter,S04E27
4,28,Party Re-Pete,S04E28
4,29,Steak Me Amadeus,S04E29
5,1,Laundry Woes,S05E01
5,2,Silver Dude,S05E02
5,3,Benson's Car,S05E03
5,4,Every Meat Burritos,S05E04
5,5,Wall Buddy,S05E05
5,6,A Skips in Time,S05E06
5,7,Survival Skills,S05E07
5,8,Terror Tales of the Park III,S05E08
5,9,Tants,S05E09
5,10,Bank Shot,S05E10
5,11,Power Tower,S05E11
5,12,The Thanksgiving Special,S05E12
5,13,The Heart of a Stuntman,S05E13
5,14,New Year's Kiss,S05E14
5,15,Dodge This,S05E15
5,16,Portable Toilet,S05E16
5,17,The Postcard,S05E17
5,18,Rigby in the Sky with Burrito,S05E18
5,19,Journey to the Bottom of the Crash Pit,S05E19
5,20,Saving Time,S05E20
5,21,Skips' Story,S05E21
5,22,Return of Mordecai and the Rigbys,S05E22
5,23,Bad Portrait,S05E23
5,24,Video 101,S05E24
5,25,I Like You Hi,S05E25
5,26,Play Date,S05E26
5,27,Expert or Liar,S05E27
5,28,Catching the Wave,S05E28
5,29,Gold Watch,S05E29
5,30,Painted HOSPITAL,S05E30
5,31,A Regular Epic Final Battle,S05E31
6,1,Maxin' and Relaxin,S06E01
6,2,New Bro on Campus,S06E02
6,3,Daddy Issues,S06E03
6,4,Terror Tales of the Park IV,S06E04
6,5,The End of Muscle Man,S06E05
6,6,Lift with Your Back,S06E06
6,7,Eileen Flat Screen,S06E07
6,8,The Real Thomas,S06E08
6,9,White Elephant Gift Exchange,S06E09
6,10,Merry Christmas Mordecai,S06E10
6,11,Sad Sax,S06E11
6,12,Park Managers' Conference,S06E12
6,13,The Button,S06E13
6,14,Favorite Shirt,S06E14
6,15,Married and Broke,S06E15
6,16,I See Turtles,S06E16
6,17,Format Wars II,S06E17
6,18,Happy Birthday Song Contest,S06E18
6,19,Benson's Suit,S06E19
6,20,Gamers Never Say Die,S06E20
6,21,1000th Chopper Flight Party,S06E21
6,22,Party Horse,S06E22
6,23,Men in Uniform,S06E23
6,24,Garage Door,S06E24
6,25,Brilliant Century Duck Crisis Special,S06E25
6,26,Not Great Double Date,S06E26
6,27,Death Kwon Do-livery,S06E27
6,28,Lunch Break,S06E28
6,29,Dumped at the Altar,S06E29
7,1,Dumptown U.S.A.,S07E01
7,2,The Parkie Awards,S07E02
7,3,The Fay Who Cried Bear,S07E03
7,4,Terror Tales of the Park V,S07E04
7,5,Return of Party Horse,S07E05
7,6,Sleep Cycle,S07E06
7,7,Just Friends,S07E07
7,8,Benson's Pig,S07E08
7,9,The Eileen Plan,S07E09
7,10,Hello China,S07E10
7,11,Crazy Fake Plan,S07E11
7,12,Win That Prize,S07E12
7,13,Snow Tubing,S07E13
7,14,Chili Cook-Off,S07E14
7,15,Donut Factory Holiday,S07E15
7,16,Gymblonski,S07E16
7,17,Guys Night 2,S07E17
7,18,Gary's Synthesizer,S07E18
7,19,California King,S07E19
7,20,Cube Bros,S07E20
7,21,Maellard's Package,S07E21
7,22,Rigby's Graduation Day Special,S07E22
8,1,Rigby's Graduation Day Special,S08E01
8,2,The Button,S08E02
8,3,Favorite Shirt,S08E03
8,4,Marvolo the Wizard,S08E04
8,5,Pops' Favorite Planet,S08E05
8,6,Pam I Am,S08E06
8,7,Lame Lockdown,S08E07
8,8,VIP Members Only,S08E08
8,9,The Space Race,S08E09
8,10,Space Creds,S08E10
8,11,Lost and Found,S08E11
8,12,Ugly Moons,S08E12
8,13,The Dream Warrior,S08E13
8,14,The Brain of Evil,S08E14
8,15,Fries Night,S08E15
8,16,Spacey McSpaceTree,S08E16
8,17,Can You Ear Me Now,S08E17
8,18,Stuck in an Elevator,S08E18
8,19,The Suburbs,S08E19
8,20,The Gorgon,S08E20
8,21,The Seer,S08E21
8,22,The New Leader,S08E22
8,23,No Train No Gain,S08E23
8,24,Christmas in Space,S08E24
8,25,Kill 'Em with Kindness,S08E25
8,26,Meet the Seer,S08E26
8,27,Chew on This,S08E27
8,28,A Regular Epic Final Battle,S08E28
