SeasonNumber,EpisodeNumber,EpisodeName,AbbvCombo
2,19,Hide and Seek,S02E19
2,20,That Sinking Feeling,S02E20
2,21,The Baljeatles,S02E21
2,22,Vanessassary Roughness,S02E22
2,23,No More Bunny Business,S02E23
2,24,Spa Day,S02E24
2,25,Phineas and Ferb's Quantum Boogaloo,S02E25
2,26,Phineas and Ferb's Musical Cliptastic Countdown,S02E26
2,27,Bubble Boys,S02E27
2,28,Isabella and the Temple of Sap,S02E28
2,29,"Cheer Up, Candace",S02E29
2,30,Fireside Girl Jamboree,S02E30
2,31,The Bully Code,S02E31
2,32,Finding Mary McGuffin,S02E32
2,33,What Do It Do?,S02E33
2,34,Atlantis,S02E34
2,35,Picture This,S02E35
2,36,Nerds of a Feather,S02E36
2,37,Wizard of Odd,S02E37
2,38,We Call It Maze,S02E38
2,39,"Ladies and Gentlemen, Meet Max Modem!",S02E39
2,40,The Secret of Success,S02E40
2,41,The Doof Side of the Moon,S02E41
2,42,She's the Mayor,S02E42
2,43,The Lemonade Stand,S02E43
2,44,Phineas and Ferb Christmas Vacation!,S02E44
2,45,Split Personality,S02E45
2,46,Brain Drain,S02E46
2,47,Make Play,S02E47
2,48,Candace Gets Busted,S02E48
2,49,The Lizard Whisperer,S02E49
2,50,Robot Rodeo,S02E50
2,51,The Beak,S02E51
2,52,Not Phineas and Ferb,S02E52
2,53,Phineas and Ferb-Busters!,S02E53
2,54,The Lizard Whisperer,S02E54
2,55,Rollercoaster: The Musical!,S02E55
2,56,Phineas and Ferb: Summer Belongs to You!,S02E56
2,57,I Was a Middle Aged Robot,S02E57
2,58,Suddenly Suzy,S02E58
2,59,Undercover Carl,S02E59
2,60,Hip Hip Parade,S02E60
2,61,Invasion of the Ferb Snatchers,S02E61
2,62,Ain't No Kiddie Ride,S02E62
2,63,Canderemy,S02E63
2,64,The Remains of the Platypus,S02E64
2,65,Phineas and Ferb Hawaiian Vacation,S02E65
3,1,The Mom Attractor,S03E01
3,2,Cranius Maximus,S03E02
3,3,Agent Doof,S03E03
3,4,Phineas's Birthday Clip-O-Rama!,S03E04
3,5,The Belly of the Beast,S03E05
3,6,Moon Farm,S03E06
3,7,Ask a Foolish Question,S03E07
3,8,Misperceived Monotreme,S03E08
3,9,Candace Disconnected,S03E09
3,10,Magic Carpet Ride,S03E10
3,11,Bad Hair Day,S03E11
3,12,Meatloaf Surprise,S03E12
3,13,Phineas and Ferb Interrupted,S03E13
3,14,A Real Boy,S03E14
3,15,Mommy Can You Hear Me?,S03E15
3,16,Road Trip,S03E16
3,17,Skiddley Whiffers,S03E17
3,18,Tour de Ferb,S03E18
3,19,My Fair Goalie,S03E19
3,20,Perry the Actorpus,S03E20
3,21,Bullseye!,S03E21
3,22,That's the Spirit,S03E22
3,23,The Curse of Candace,S03E23
3,24,Escape from Phineas Tower,S03E24
3,25,Remains of the Platypus,S03E25
3,26,Ferb Latin,S03E26
3,27,Lotsa Latkes,S03E27
3,28,A Phineas and Ferb Family Christmas,S03E28
3,29,Tri-Stone Area,S03E29
3,30,Doof Dynasty,S03E30
3,31,Excaliferb,S03E31
3,32,Phineas and Ferb and the Temple of Juatchadoon,S03E32
3,33,Monster from the Id,S03E33
3,34,Gi-Ants,S03E34
3,35,The Remains of the Platypus,S03E35
3,36,Mom's in the House,S03E36
3,37,Perry the Actorpus,S03E37
3,38,Let's Bounce,S03E38
3,39,Bully Bromance Breakup,S03E39
3,40,Quietest Day Ever,S03E40
3,41,The Doonkelberry Imperative,S03E41
3,42,Meapless in Seattle,S03E42
3,43,The Mom Attractor,S03E43
3,44,Cranius Maximus,S03E44
3,45,Agent Doof,S03E45
3,46,Minor Monogram,S03E46
3,47,What a Croc!,S03E47
3,48,Sleepwalk Surprise,S03E48
3,49,Sci-Fi Pie Fly,S03E49
3,50,The O.W.C.A. Files,S03E50
3,51,Doofapus,S03E51
3,52,Norm Unleashed,S03E52
3,53,Where's Perry? (Part One),S03E53
3,54,Where's Perry? (Part Two),S03E54
3,55,What'd I Miss?,S03E55
3,56,This Is Your Life,S03E56
3,57,My Sweet Ride,S03E57
3,58,When Worlds Collide,S03E58
3,59,Road to Danville,S03E59
3,60,Blackout,S03E60
3,61,What a Croc!,S03E61
3,62,Ferb TV,S03E62
4,1,For Your Ice Only,S04E01
4,2,Happy New Year!,S04E02
4,3,Fly on the Wall,S04E03
4,4,My Sweet Ride,S04E04
4,5,Bully Bust,S04E05
4,6,Der Kinderlumper,S04E06
4,7,Sidetracked,S04E07
4,8,Primal Perry,S04E08
4,9,Mind Share,S04E09
4,10,Backyard Hodge Podge,S04E10
4,11,Bee Day,S04E11
4,12,Bee Story,S04E12
4,13,Great Balls of Water,S04E13
4,14,Where's Pinky?,S04E14
4,15,Phineas and Ferb: Mission Marvel,S04E15
4,16,La Candace-Cabra,S04E16
4,17,"Happy Birthday, Isabella",S04E17
4,18,Love at First Byte,S04E18
4,19,One Good Turn,S04E19
4,20,Thanks But No Thanks,S04E20
4,21,Troy Story,S04E21
4,22,Drusselsteinoween,S04E22
4,23,Terrifying Tri-State Trilogy of Terror,S04E23
4,24,Face Your Fear,S04E24
4,25,Knot My Problem,S04E25
4,26,The Klimpaloon Ultimatum,S04E26
4,27,Operation Crumb Cake,S04E27
4,28,Mandace,S04E28
4,29,Return Policy,S04E29
4,30,Steampunx,S04E30
4,31,It's No Picnic,S04E31
4,32,The Return of the Rogue Rabbit,S04E32
4,33,Live and Let Drive,S04E33
4,34,Phineas and Ferb: Star Wars,S04E34
4,35,Lost in Danville,S04E35
4,36,The Inator Method,S04E36
4,37,Night of the Living Pharmacists,S04E37
4,38,The O.W.C.A. Files,S04E38
4,39,Doof 101,S04E39
4,40,Father's Day,S04E40
4,41,Act Your Age,S04E41
4,42,Phineas and Ferb Save Summer,S04E42
4,43,Last Day of Summer,S04E43
4,44,Tales from the Resistance: Back to the 2nd Dimension,S04E44
4,45,The O.W.C.A. Files,S04E45
4,46,Doof 101,S04E46
4,47,Father's Day,S04E47
4,48,Act Your Age,S04E48
5,1,The Terrifying Tri-State Trilogy of Terror,S05E01
5,2,The Ol' Switcheroo,S05E02
5,3,The New Neighbors,S05E03
5,4,The Platypus Trap,S05E04
5,5,The Doofospiel,S05E05
5,6,The Mom Influence,S05E06
5,7,The Tri-State Treasure: Boot of Secrets,S05E07
5,8,The Birthday Candace,S05E08
5,9,The Little Things,S05E09
5,10,The Ballad of the Rogue Platypus,S05E10
