SeasonNumber,EpisodeNumber,EpisodeName,AbbvCombo
6,1,Fairly OddBaby,S06E01
6,2,Mission: Responsible,S06E02
6,3,Hairicane,S06E03
6,4,Open Wide and Say Aaagh!,S06E04
6,5,Odd Pirates,S06E05
6,6,The Fairly Oddlympics,S06E06
6,7,Odd Squad,S06E07
6,8,For Emergencies Only,S06E08
6,9,Cheese & Crockers,S06E09
6,10,Land Before Timmy,S06E10
6,11,Merry Wishmas!,S06E11
6,12,King Chang,S06E12
6,13,The End of the Universe-ity,S06E13
6,14,Sooper Poof,S06E14
6,15,Wishy Washy,S06E15
6,16,Poof's Playdate,S06E16
6,17,Vicky Gets Fired,S06E17
6,18,Chindred Spirits,S06E18
6,19,9 Lives!,S06E19
6,20,Dread 'n' Breakfast,S06E20
7,1,Birthday Bashed!,S07E01
7,2,Mom's Away,S07E02
7,3,Wishology! The Big Beginning,S07E03
7,4,Wishology! The Exciting Middle Part,S07E04
7,5,Wishology! The Final Ending,S07E05
7,6,Mouse Scrappers,S07E06
7,7,Super Zero,S07E07
7,8,Dadbra-Cadabra,S07E08
7,9,Timmy's New Toy,S07E09
7,10,Anti-Poof,S07E10
7,11,Add-a-Dad,S07E11
7,12,Squirrely Puffs,S07E12
7,13,Crocker Shocker,S07E13
7,14,Manic Mom-Day,S07E14
7,15,Crosby's Cookies,S07E15
7,16,Planet Poof,S07E16
7,17,The Boss of Me,S07E17
7,18,He Poofs, He Scores,S07E18
7,19,Playdate of Doom,S07E19
7,20,Teacher's Pet,S07E20
7,21,Please Don't Feed the Turners,S07E21
7,22,Take and Fake,S07E22
7,23,Cosmo Rules,S07E23
7,24,Lights Out,S07E24
7,25,Dad Overboard,S07E25
7,26,Farm Pit,S07E26
7,27,Crocker of Gold,S07E27
7,28,Beach Blanket Bozos,S07E28
7,29,Poltergeeks,S07E29
7,30,The Old Man and the C-,S07E30
7,31,Balance of Flour,S07E31
7,32,Food Fight,S07E32
7,33,Brainy Daze,S07E33
7,34,Spell-mentary School,S07E34
7,35,Operation Dinkleberg,S07E35
7,36,Spellementary School,S07E36
7,37,The Great Fairy Share Scare,S07E37
7,38,Whittle Me This,S07E38
7,39,The Past and the Furious,S07E39
8,1,A Fairly Odd Movie: Grow Up, Timmy Turner!,S08E01
8,2,Love Triangle,S08E02
8,3,Timmy's Secret Wish!,S08E03
8,4,Invasion of the Dads,S08E04
8,5,When L.O.S.E.R.S. Attack,S08E05
8,6,Meet the OddParents,S08E06
9,1,The Terrible Twosome,S09E01
9,2,App Trap,S09E02
9,3,Force of Nature,S09E03
9,4,Viral Vidiots,S09E04
9,5,Scary GodCouple,S09E05
9,6,Two and a Half Babies,S09E06
9,7,Anchor's Away,S09E07
9,8,Finding Emo,S09E08
9,9,The Wand That Got Away,S09E09
9,10,Dust Busters,S09E10
9,11,The Past and the Furious,S09E11
9,12,The Bored Identity,S09E12
9,13,Country Clubbed,S09E13
9,14,Dog Gone,S09E14
9,15,Turner's Terrific Pet,S09E15
9,16,Dad's Getting In Shape,S09E16
9,17,A Boy and His Dog-Boy,S09E17
9,18,Crock Blocked,S09E18
9,19,Weirdo Magnet,S09E19
9,20,Lame-O's,S09E20
9,21,Let Sleeper's Lie,S09E21
9,22,Cat-Astrophe,S09E22
9,23,Jerk of All Trades,S09E23
9,24,Snack Attack,S09E24
9,25,Turning Into Turner,S09E25
9,26,The Wand That Got Away,S09E26
9,27,Stage Fright,S09E27
9,28,Gone Guppy,S09E28
9,29,School of Crock,S09E29
9,30,Dimmsdale Tales,S09E30
9,31,The 'No' Factor,S09E31
9,32,Love at First Bark,S09E32
9,33,Desperate Without Housewives,S09E33
9,34,A Fairly Odd Summer,S09E34
9,35,Man's Worst Friend,S09E35
9,36,The Fairly OddParent's Guide to Being a Parent,S09E36
9,37,Cosmonopoly,S09E37
9,38,The Remantycks,S09E38
9,39,Dinkelscouts,S09E39
9,40,The Princess and the Poof,S09E40
9,41,A Fairly Odd Christmas,S09E41
9,42,Hairmed and Dangerous,S09E42
9,43,Fairly Odd Pet,S09E43
10,1,The Big Fairy Share Scare!,S10E01
10,2,Whittle Me This,S10E02
10,3,Mayor May Not,S10E03
10,4,Crock Talk,S10E04
10,5,Certifiable Super Sitter,S10E05
10,6,Crockin' the House,S10E06
10,7,Tardy Sauce,S10E07
10,8,Knitwits,S10E08
10,9,Dimmsdale's Got Talent?,S10E09
10,10,Hare Raiser,S10E10
10,11,The Kale Patch Caper,S10E11
10,12,Dadlantis,S10E12
10,13,Chloe Rules!,S10E13
10,14,Animal Crackers,S10E14
10,15,One Flu Over the Crocker's Nest,S10E15
10,16,Booby Trapped,S10E16
10,17,Blue Angel,S10E17
10,18,Marked Man,S10E18
10,19,Clark Laser,S10E19
10,20,Married to the Mom,S10E20
10,21,Which is Wish,S10E21
10,22,Nuts & Dangerous,S10E22
10,23,Fairy Con,S10E23
10,24,The Hungry Games,S10E24
10,25,Spring Break-Up,S10E25
10,26,Dimmsdale Daze,S10E26
10,27,Cat 'n' Mouse,S10E27
10,28,Chip Off the Old Crock!,S10E28
10,29,Space Ca-Dad,S10E29
10,30,Summer Bummer,S10E30
10,31,The Fair Bears,S10E31
10,32,Return of the L.O.S.E.R.S.,S10E32
10,33,A Sash and a Rash,S10E33
10,34,Fish Out of Water,S10E34
10,35,Girly Squirrely,S10E35
10,36,Birthday Battle,S10E36
10,37,The Cordon Bleugh!,S10E37
10,38,The Cordon Bleugh!,S10E38
10,39,Goldie-Crocks and the Three Fair Bears,S10E39
10,40,Fancy Schmancy,S10E40
