SeasonNumber,EpisodeNumber,EpisodeName,AbbvCombo
2,50,Tooth or Dare,S02E50
2,51,Party Animals,S02E51
3,1,Dummi Bear Dinner Disaster,S03E01
3,2,Twins' Pique,S03E02
3,3,Chuckie's First Haircut,S03E03
3,4,Cool Hand Angelica,S03E04
3,5,Tricycle Thief,S03E05
3,6,Rhinoceritis!,S03E06
3,7,Grandpa Moves Out,S03E07
3,8,The Legend of Satchmo,S03E08
3,9,Circus Angelicus,S03E09
3,10,The Stork,S03E10
3,11,The Baby Vanishes,S03E11
3,12,Farewell, My Friend,S03E12
3,13,When Wishes Come True,S03E13
3,14,Angelica Breaks a Leg,S03E14
3,15,The Last Babysitter,S03E15
3,16,Sour Pickles,S03E16
3,17,Reptar 2010,S03E17
3,18,Stu Gets a Job,S03E18
3,19,Give & Take,S03E19
3,20,The Gold Rush,S03E20
3,21,Home Movies,S03E21
3,22,The Mysterious Mr. Friend,S03E22
3,23,Cuffed,S03E23
3,24,The Blizzard,S03E24
3,25,Destination Moon,S03E25
3,26,Angelica's Birthday,S03E26
3,27,Princess Angelica,S03E27
3,28,The Odd Couple,S03E28
3,29,Naked Tommy,S03E29
3,30,Tommy and the Secret Club,S03E30
3,31,Under Chuckie's Bed,S03E31
3,32,Chuckie is Rich,S03E32
3,33,Mommy's Little Assets,S03E33
3,34,Chuckie's Wonderful Life,S03E34
3,35,In the Dreamtime,S03E35
3,36,The Unfair Pair,S03E36
3,37,Chuckie's Red Hair,S03E37
3,38,Spike Runs Away,S03E38
3,39,The Alien,S03E39
3,40,Mr. Clean,S03E40
3,41,Angelica's Worst Nightmare,S03E41
3,42,The Mega Diaper Babies,S03E42
3,43,New Kid In Town,S03E43
3,44,Pickles vs. Pickles,S03E44
3,45,Kid TV,S03E45
3,46,The Sky is Falling,S03E46
3,47,I Remember Melville,S03E47
3,48,No More Cookies,S03E48
3,49,Cradle Attraction,S03E49
3,50,Moving Away,S03E50
3,51,Passover,S03E51
4,1,Chanukah,S04E01
4,2,Mother's Day,S04E02
4,3,Vacation,S04E03
4,4,Spike's Babies,S04E04
4,5,Chicken Pops,S04E05
4,6,Radio Daze,S04E06
4,7,Psycho Angelica,S04E07
4,8,America's Wackiest Home Movies,S04E08
4,9,The 'Lympics,S04E09
4,10,The Carwash,S04E10
4,11,Heat Wave,S04E11
4,12,Faire Play,S04E12
4,13,The Smell of Success,S04E13
4,14,Dust Bunnies,S04E14
4,15,Educating Angelica,S04E15
4,16,Angelica's Last Stand,S04E16
4,17,Clan of the Duck,S04E17
4,18,Potty Training Spike,S04E18
4,19,The Art Fair,S04E19
4,20,Send in the Clouds,S04E20
4,21,In the Naval,S04E21
4,22,The Mattress,S04E22
4,23,Looking For Jack,S04E23
4,24,Ransom of Cynthia,S04E24
4,25,Turtle Recall,S04E25
4,26,Angelica Orders Out,S04E26
4,27,Let it Snow,S04E27
4,28,Angelica Nose Best,S04E28
4,29,The Pirate Light,S04E29
5,1,Babysitting Fluffy,S05E01
5,2,Sleep Trouble,S05E02
5,3,The First Cut,S05E03
5,4,Chuckie Grows,S05E04
5,5,The Wild, Wild West,S05E05
5,6,Angelica for a Day,S05E06
5,7,The Word of The Day,S05E07
5,8,Jonathan Babysits,S05E08
5,9,Grandpa's Bad Bug,S05E09
5,10,Lady Luck,S05E10
5,11,Crime and Punishment,S05E11
5,12,Baby Maybe,S05E12
5,13,He Saw, She Saw,S05E13
5,14,Piggy's Pizza Palace,S05E14
5,15,Fugitive Tommy,S05E15
5,16,Visiting Aunt Miriam,S05E16
5,17,Uneasy Rider,S05E17
5,18,Where's Grandpa?,S05E18
5,19,Hiccups,S05E19
5,20,Autumn Leaves,S05E20
5,21,Journey to the Center of the Basement,S05E21
5,22,A Very McNulty Birthday,S05E22
5,23,The Family Tree,S05E23
5,24,The Turkey Who Came to Dinner,S05E24
5,25,Chuckie's Duckling,S05E25
5,26,A Dog's Life,S05E26
5,27,Chuckerfly,S05E27
5,28,Angelica's Twin,S05E28
5,29,Hand Me Downs,S05E29
5,30,Angelica's Ballet,S05E30
5,31,Raising Dil,S05E31
5,32,No Naps,S05E32
5,33,Man of the House,S05E33
5,34,A Whole New Stu,S05E34
5,35,Submarine,S05E35
5,36,Chuckie's a Lefty,S05E36
6,1,Baking Dil,S06E01
6,2,Hair!,S06E02
6,3,Pedal Pusher,S06E03
6,4,Music,S06E04
6,5,Opposites Attract,S06E05
6,6,The Art Museum,S06E06
6,7,The Jungle,S06E07
6,8,The Old Country,S06E08
6,9,Ghost Story,S06E09
6,10,Chuckie's Complaint,S06E10
6,11,Chuckie's Bachelor Pad,S06E11
6,12,Junior Prom,S06E12
6,13,What's Your Line,S06E13
6,14,Two By Two,S06E14
6,15,Wrestling Grandpa,S06E15
6,16,Chuckie Collects,S06E16
6,17,Zoo Story,S06E17
6,18,I Do,S06E18
6,19,Silent Angelica,S06E19
6,20,Tie My Shoes,S06E20
6,21,No Place Like Home,S06E21
6,22,Share and Share a Spike,S06E22
6,23,Tommy for Mayor,S06E23
6,24,Brothers are Monsters,S06E24
6,25,Cooking With Susie,S06E25
6,26,Officer Chuckie,S06E26
6,27,Auctioning Grandpa,S06E27
6,28,Planting Dil,S06E28
6,29,Joke's on You,S06E29
6,30,Partners In Crime,S06E30
6,31,Thumbs Up,S06E31
6,32,Big Showdown,S06E32
6,33,Doctor Susie,S06E33
6,34,Runaway Reptar - Part 1,S06E34
6,35,Runaway Reptar - Part 2,S06E35
6,36,Accidents Happen,S06E36
6,37,Pee Wee Scouts,S06E37
6,38,Chuckie's New Shirt,S06E38
6,39,Cavebabies,S06E39
6,40,Be My Valentine,S06E40
6,41,Discover America,S06E41
6,42,Acorn Nuts & Diapey Butts - Part 1: Diaper Change,S06E42
6,43,Acorn Nuts & Diapey Butts - Part 2: Fall Stinks,S06E43
6,44,Acorn Nuts & Diapey Butts - Part 3: Don't Poop on My Parade,S06E44
6,45,The Magic Baby,S06E45
6,46,Dil We Meet Again,S06E46
6,47,All's Well That Pretends Well,S06E47
6,48,Big Babies,S06E48
6,49,Incredible Shrinking Babies,S06E49
6,50,Miss Manners,S06E50
6,51,A Dose of Dil,S06E51
6,52,Famous Babies,S06E52
7,1,Finsterella,S07E01
7,2,Angelicon,S07E02
7,3,Dil's Binkie,S07E03
7,4,Big Brother Chuckie,S07E04
7,5,Sister Act,S07E05
7,6,Spike's Nightscare,S07E06
7,7,Cuddle Bunny,S07E07
7,8,Changes for Chuckie,S07E08
7,9,The Magic Show,S07E09
7,10,A Lulu of a Time,S07E10
7,11,Dayscare,S07E11
7,12,The Great Unknown,S07E12
7,13,Wash Dry Story,S07E13
7,14,Cat Got Your Tongue?,S07E14
7,15,The War Room,S07E15
7,16,Attention Please,S07E16
7,17,And the Winner Is...,S07E17
7,18,Dil's Bathtime,S07E18
7,19,Bigger Than Life,S07E19
7,20,My Fair Babies,S07E20
7,21,The Way Things Work,S07E21
7,22,Home Sweet Home,S07E22
7,23,Day of the Potty,S07E23
7,24,Tell-Tale Cell Phone,S07E24
7,25,The Time of Their Lives,S07E25
7,26,Dil Saver,S07E26
7,27,Cooking With Phil & Lil,S07E27
7,28,Piece of Cake,S07E28
7,29,Bad Shoes,S07E29
7,30,The World According to Dil and Spike,S07E30
7,31,Falling Stars,S07E31
7,32,Adventure Squad,S07E32
7,33,The Way More Things Work,S07E33
7,34,Talk of the Town,S07E34
7,35,A Rugrats Kwanzaa,S07E35
7,36,Preschool Daze,S07E36
8,1,All Growed Up,S08E01
8,2,Quiet Please,S08E02
8,3,Early Retirement,S08E03
8,4,The Doctor Is In,S08E04
8,5,The Big Sneeze,S08E05
8,6,The Fun Way Day,S08E06
8,7,The Age of Aquarium,S08E07
8,8,Daddy's Little Helpers,S08E08
8,9,Hello Dilly,S08E09
8,10,Bow Wow Wedding Vows,S08E10
8,11,Cynthia Comes Alive,S08E11
8,12,Trading Phil,S08E12
8,13,A Tale of Two Puppies,S08E13
8,14,Okey Dokey Jones and the Ring of the Sunbeans,S08E14
8,15,Happy Taffy,S08E15
8,16,Imagine That,S08E16
8,17,Curse of the Werewuff,S08E17
8,18,Back to School,S08E18
8,19,Sweet Dreams,S08E19
8,20,A Step at a Time,S08E20
8,21,Angelica's Assistant,S08E21
8,22,Murmur on the Ornery Express,S08E22
9,1,Club Fred,S09E01
9,2,The Perfect Twins,S09E02
9,3,Babies in Toyland,S09E03
9,4,Clown Around,S09E04
9,5,The Baby Rewards,S09E05
9,6,Diapies & Dragons,S09E06
9,7,Baby Power,S09E07
9,8,Bug Off,S09E08
9,9,The Crawl Space,S09E09
9,10,Starstruck,S09E10
9,11,Who's Taffy?,S09E11
9,12,They Came from the Backyard,S09E12
9,13,Lil's Phil of Trash,S09E13
9,14,Mutt's in a Name,S09E14
9,15,Hurricane Alice,S09E15
9,16,Bestest of Show,S09E16
9,17,Hold the Pickles,S09E17
9,18,Baby Sale,S09E18
9,19,Steve,S09E19
9,20,The Braveliest Baby,S09E20
9,21,Gimme an "A,S09E21
9,22,Fountain of Youth,S09E22
9,23,Kimi Takes the Cake,S09E23
